x,y,event,description,ordinalNum
-40.0,1.0,Missed Shot,Adam Fox Wide of Net Vitek Vanecek,2nd
-36.0,0.0,Missed Shot,Artemi Panarin Wide of Net Vitek Vanecek,2nd
-40.0,-26.0,Shot,Alexis Lafrenière Wrist Shot saved by Vitek Vanecek,2nd
-52.0,13.0,Missed Shot,Filip Chytil Wide of Net Vitek Vanecek,2nd
-77.0,-3.0,Missed Shot,Tom Wilson Wide of Net Alexandar Georgiev,2nd
-61.0,-24.0,Shot,Evgeny Kuznetsov Wrist Shot saved by Alexandar Georgiev,2nd
-52.0,31.0,Shot,Alex Ovechkin Slap Shot saved by Alexandar Georgiev,2nd
-36.0,-16.0,Missed Shot,John Carlson Wide of Net Alexandar Georgiev,2nd
-35.0,1.0,Shot,Justin Schultz Slap Shot saved by Alexandar Georgiev,2nd
-54.0,-21.0,Shot,Lars Eller Slap Shot saved by Alexandar Georgiev,2nd
-36.0,-26.0,Shot,Justin Schultz Wrist Shot saved by Alexandar Georgiev,2nd
-38.0,27.0,Shot,Justin Schultz Slap Shot saved by Alexandar Georgiev,2nd
-39.0,-9.0,Shot,Barclay Goodrow Wrist Shot saved by Vitek Vanecek,3rd
-78.0,-13.0,Goal,"Alex Ovechkin (1) Wrist Shot, assists: Anthony Mantha (1), John Carlson (1)",3rd
-65.0,0.0,Shot,Ryan Reaves Backhand saved by Vitek Vanecek,3rd
-74.0,18.0,Shot,Kaapo Kakko Wrist Shot saved by Vitek Vanecek,3rd
-85.0,-11.0,Shot,Kaapo Kakko Wrist Shot saved by Vitek Vanecek,3rd
-68.0,1.0,Shot,Alexis Lafrenière Backhand saved by Vitek Vanecek,3rd
-33.0,-9.0,Shot,Garnet Hathaway Wrist Shot saved by Alexandar Georgiev,3rd
-54.0,22.0,Missed Shot,Carl Hagelin Wide of Net Alexandar Georgiev,3rd
-68.0,-9.0,Shot,Barclay Goodrow Wrist Shot saved by Vitek Vanecek,3rd
-81.0,-29.0,Shot,Ryan Strome Wrist Shot saved by Vitek Vanecek,3rd
-34.0,5.0,Shot,K'Andre Miller Wrist Shot saved by Vitek Vanecek,3rd
-87.0,-8.0,Missed Shot,Chris Kreider Wide of Net Vitek Vanecek,3rd
-78.0,20.0,Missed Shot,Mika Zibanejad Wide of Net Vitek Vanecek,3rd
-78.0,0.0,Missed Shot,Chris Kreider Wide of Net Vitek Vanecek,3rd
-86.0,-5.0,Goal,"Chris Kreider (1) Tip-In, assists: Ryan Strome (1), Adam Fox (1)",3rd
-51.0,5.0,Shot,Patrik Nemeth Wrist Shot saved by Vitek Vanecek,3rd
-84.0,-3.0,Goal,"Alex Ovechkin (2) Backhand, assists: Evgeny Kuznetsov (3), Trevor van Riemsdyk (1)",3rd
-54.0,1.0,Missed Shot,Jarred Tinordi Wide of Net Vitek Vanecek,3rd
-70.0,20.0,Shot,Nic Dowd Wrist Shot saved by Alexandar Georgiev,3rd
-79.0,-26.0,Shot,Lars Eller Wrist Shot saved by Alexandar Georgiev,3rd
-6.0,-33.0,Shot,Dmitry Orlov Slap Shot saved by Alexandar Georgiev,3rd
-61.0,5.0,Missed Shot,Kirby Dach Over Net Darcy Kuemper,1st
-53.0,-30.0,Missed Shot,Logan O'Connor Hit Crossbar Marc-Andre Fleury,1st
-55.0,-7.0,Shot,Logan O'Connor Wrist Shot saved by Marc-Andre Fleury,1st
-33.0,-32.0,Missed Shot,Seth Jones Wide of Net Darcy Kuemper,1st
-77.0,3.0,Missed Shot,Nazem Kadri Wide of Net Marc-Andre Fleury,1st
-3.0,28.0,Shot,Dominik Kubalik Wrist Shot saved by Darcy Kuemper,1st
-88.0,35.0,Missed Shot,Patrick Kane Wide of Net Darcy Kuemper,1st
-31.0,-2.0,Shot,Connor Murphy Wrist Shot saved by Darcy Kuemper,1st
-77.0,1.0,Goal,"Jack Johnson (1) Backhand, assists: Andre Burakovsky (1), Valeri Nichushkin (1)",1st
-80.0,14.0,Shot,Nazem Kadri Slap Shot saved by Marc-Andre Fleury,1st
-80.0,4.0,Goal,"Gabriel Landeskog (1) Wrist Shot, assists: Nazem Kadri (1), Erik Johnson (1)",1st
-53.0,-10.0,Shot,Mikko Rantanen Snap Shot saved by Marc-Andre Fleury,1st
-58.0,-35.0,Shot,Erik Johnson Wrist Shot saved by Marc-Andre Fleury,1st
-78.0,-2.0,Shot,Tyson Jost Backhand saved by Marc-Andre Fleury,1st
-79.0,-12.0,Shot,Tyson Jost Wrist Shot saved by Marc-Andre Fleury,1st
-74.0,25.0,Shot,Logan O'Connor Wrist Shot saved by Marc-Andre Fleury,1st
-32.0,2.0,Missed Shot,Mikko Rantanen Wide of Net Marc-Andre Fleury,1st
-39.0,14.0,Shot,Cale Makar Wrist Shot saved by Marc-Andre Fleury,1st
-56.0,-24.0,Goal,"Bowen Byram (1) Wrist Shot, assists: Gabriel Landeskog (1)",1st
-58.0,3.0,Shot,J.T. Compher Slap Shot saved by Marc-Andre Fleury,1st
-65.0,-23.0,Shot,Bowen Byram Slap Shot saved by Marc-Andre Fleury,1st
-84.0,-32.0,Shot,J.T. Compher Wrist Shot saved by Marc-Andre Fleury,1st
-48.0,24.0,Shot,Erik Johnson Slap Shot saved by Marc-Andre Fleury,1st
-67.0,-35.0,Shot,Jayson Megna Wrist Shot saved by Marc-Andre Fleury,1st
-42.0,-18.0,Shot,Patrick Kane Wrist Shot saved by Darcy Kuemper,1st
-34.0,-9.0,Shot,Calvin de Haan Wrist Shot saved by Darcy Kuemper,1st
-47.0,-27.0,Goal,"Dominik Kubalik (1) Slap Shot, assists: Ian Mitchell (1), Henrik Borgstrom (1)",1st
-76.0,-15.0,Missed Shot,Valeri Nichushkin Wide of Net Marc-Andre Fleury,1st
-46.0,7.0,Shot,Cale Makar Wrist Shot saved by Marc-Andre Fleury,1st
-72.0,-37.0,Shot,Kirby Dach Wrist Shot saved by Darcy Kuemper,1st
-72.0,-13.0,Shot,Alex DeBrincat Wrist Shot saved by Darcy Kuemper,1st
-69.0,-20.0,Shot,Kirby Dach Snap Shot saved by Darcy Kuemper,1st
-53.0,25.0,Shot,Nazem Kadri Slap Shot saved by Marc-Andre Fleury,1st
-63.0,36.0,Missed Shot,Cale Makar Hit Crossbar Marc-Andre Fleury,2nd
-86.0,-22.0,Shot,Philipp Kurashev Wrist Shot saved by Darcy Kuemper,2nd
-59.0,15.0,Shot,Samuel Girard Wrist Shot saved by Marc-Andre Fleury,2nd
-80.0,8.0,Missed Shot,J.T. Compher Wide of Net Marc-Andre Fleury,2nd
-35.0,-34.0,Shot,Calvin de Haan Wrist Shot saved by Darcy Kuemper,2nd
-73.0,5.0,Shot,Nazem Kadri Backhand saved by Marc-Andre Fleury,2nd
-78.0,-12.0,Shot,Gabriel Landeskog Wrist Shot saved by Marc-Andre Fleury,2nd
-76.0,-3.0,Missed Shot,Gabriel Landeskog Wide of Net Marc-Andre Fleury,2nd
-34.0,-17.0,Shot,Cale Makar Slap Shot saved by Marc-Andre Fleury,2nd
-32.0,-22.0,Shot,Jake McCabe Wrist Shot saved by Darcy Kuemper,2nd
-75.0,-6.0,Missed Shot,J.T. Compher Over Net Marc-Andre Fleury,2nd
-34.0,32.0,Missed Shot,Ian Mitchell Wide of Net Darcy Kuemper,2nd
-87.0,-27.0,Shot,Calvin de Haan Wrist Shot saved by Darcy Kuemper,2nd
-86.0,10.0,Shot,Jonathan Toews Wrist Shot saved by Darcy Kuemper,2nd
-43.0,1.0,Shot,Seth Jones Wrist Shot saved by Darcy Kuemper,2nd
-76.0,-1.0,Missed Shot,Tyler Johnson Over Net Darcy Kuemper,2nd
-85.0,-12.0,Shot,Dominik Kubalik Wrist Shot saved by Darcy Kuemper,2nd
-54.0,28.0,Shot,Gabriel Landeskog Slap Shot saved by Marc-Andre Fleury,2nd
-68.0,7.0,Shot,J.T. Compher Snap Shot saved by Marc-Andre Fleury,2nd
-62.0,-22.0,Shot,Valeri Nichushkin Backhand saved by Marc-Andre Fleury,2nd
-75.0,1.0,Shot,Kirby Dach Wrist Shot saved by Darcy Kuemper,2nd
-45.0,7.0,Shot,Alex DeBrincat Slap Shot saved by Darcy Kuemper,2nd
-58.0,-18.0,Shot,Kirby Dach Wrist Shot saved by Darcy Kuemper,2nd
-45.0,-5.0,Missed Shot,Connor Murphy Wide of Net Darcy Kuemper,2nd
-85.0,-8.0,Goal,"Nazem Kadri (1) Wrist Shot, assists: Bowen Byram (1), Mikko Rantanen (1)",2nd
-87.0,23.0,Shot,Valeri Nichushkin Wrist Shot saved by Marc-Andre Fleury,2nd
-39.0,-1.0,Shot,Dominik Kubalik Wrist Shot saved by Darcy Kuemper,2nd
-68.0,-8.0,Shot,Jake McCabe Wrist Shot saved by Darcy Kuemper,2nd
-34.0,-24.0,Missed Shot,Samuel Girard Wide of Net Marc-Andre Fleury,2nd
-59.0,-22.0,Shot,Seth Jones Wrist Shot saved by Darcy Kuemper,2nd
-65.0,-35.0,Shot,Seth Jones Wrist Shot saved by Darcy Kuemper,3rd
-78.0,7.0,Shot,Kirby Dach Backhand saved by Darcy Kuemper,3rd
-80.0,-7.0,Shot,Jujhar Khaira Backhand saved by Darcy Kuemper,3rd
-34.0,-33.0,Missed Shot,Bowen  Byram Wide of Net Marc-Andre Fleury,3rd
-55.0,15.0,Shot,Logan O'Connor Snap Shot saved by Marc-Andre Fleury,3rd
-79.0,-29.0,Shot,J.T. Compher Wrist Shot saved by Marc-Andre Fleury,3rd
-62.0,13.0,Missed Shot,J.T. Compher Wide of Net Marc-Andre Fleury,3rd
-85.0,9.0,Shot,Mikko Rantanen Tip-In saved by Marc-Andre Fleury,3rd
-81.0,-3.0,Shot,J.T. Compher Slap Shot saved by Marc-Andre Fleury,3rd
-66.0,-13.0,Shot,Nazem Kadri Wrist Shot saved by Marc-Andre Fleury,3rd
-47.0,16.0,Shot,Patrick Kane Wrist Shot saved by Darcy Kuemper,3rd
-69.0,-37.0,Shot,Alex DeBrincat Wrist Shot saved by Darcy Kuemper,3rd
-83.0,7.0,Shot,Valeri Nichushkin Wrist Shot saved by Marc-Andre Fleury,3rd
-63.0,-26.0,Shot,Patrick Kane Wrist Shot saved by Darcy Kuemper,3rd
-81.0,6.0,Shot,Patrick Kane Wrist Shot saved by Darcy Kuemper,3rd
-86.0,7.0,Shot,Gabriel Landeskog Wrist Shot saved by Marc-Andre Fleury,3rd
-63.0,-39.0,Shot,Connor Murphy Wrist Shot saved by Darcy Kuemper,3rd
-78.0,-2.0,Missed Shot,Valeri Nichushkin Wide of Net Marc-Andre Fleury,3rd
-33.0,19.0,Shot,Riley Stillman Wrist Shot saved by Darcy Kuemper,3rd
-49.0,3.0,Missed Shot,Sampo Ranta Wide of Net Marc-Andre Fleury,3rd
-65.0,-38.0,Shot,Alex Newhook Wrist Shot saved by Marc-Andre Fleury,3rd
-51.0,-9.0,Shot,Ian Mitchell Wrist Shot saved by Darcy Kuemper,3rd
-61.0,-16.0,Goal,"Connor Murphy (1) Wrist Shot, assists: none",3rd
-78.0,23.0,Shot,Jack Johnson Wrist Shot saved by Marc-Andre Fleury,3rd
-44.0,-20.0,Missed Shot,Patrick Kane Wide of Net Darcy Kuemper,3rd
-48.0,-27.0,Missed Shot,Dominik Kubalik Wide of Net Darcy Kuemper,3rd
-47.0,-22.0,Missed Shot,Dominik Kubalik Wide of Net Darcy Kuemper,3rd
-68.0,-30.0,Shot,Jonathan Toews Backhand saved by Darcy Kuemper,3rd
-75.0,1.0,Missed Shot,Kirby Dach Over Net Darcy Kuemper,3rd
-37.0,22.0,Shot,Seth Jones Wrist Shot saved by Darcy Kuemper,3rd
-80.0,-1.0,Shot,Elias Pettersson Backhand saved by Mike Smith,1st
-81.0,1.0,Shot,Jason Dickinson Slap Shot saved by Mike Smith,1st
-36.0,-2.0,Shot,Justin Dowling Wrist Shot saved by Mike Smith,1st
-82.0,-14.0,Shot,Ryan Nugent-Hopkins Backhand saved by Thatcher Demko,1st
-91.0,6.0,Missed Shot,Warren Foegele Wide of Net Thatcher Demko,1st
-75.0,4.0,Shot,Oliver Ekman-Larsson Wrist Shot saved by Mike Smith,1st
-72.0,-21.0,Shot,Darnell Nurse Wrist Shot saved by Thatcher Demko,1st
-38.0,22.0,Shot,Tucker Poolman Wrist Shot saved by Mike Smith,1st
-3.0,-37.0,Shot,Cody Ceci Wrist Shot saved by Thatcher Demko,1st
-82.0,7.0,Shot,Jason Dickinson Backhand saved by Mike Smith,1st
-60.0,-2.0,Shot,Bo Horvat Wrist Shot saved by Mike Smith,1st
-70.0,-6.0,Shot,Connor McDavid Wrist Shot saved by Thatcher Demko,1st
-39.0,-36.0,Missed Shot,Tyson Barrie Wide of Net Thatcher Demko,1st
-60.0,-29.0,Shot,Jesse Puljujarvi Slap Shot saved by Thatcher Demko,1st
-61.0,1.0,Shot,Conor Garland Slap Shot saved by Mike Smith,1st
-84.0,-10.0,Shot,Colton Sceviour Backhand saved by Thatcher Demko,1st
-80.0,-12.0,Shot,Kailer Yamamoto Wrist Shot saved by Thatcher Demko,1st
-75.0,7.0,Missed Shot,Zach Hyman Wide of Net Thatcher Demko,1st
-75.0,-8.0,Shot,Zach Hyman Snap Shot saved by Thatcher Demko,1st
-80.0,-5.0,Shot,Colton Sceviour Slap Shot saved by Thatcher Demko,1st
-83.0,1.0,Shot,Derek Ryan Wrist Shot saved by Thatcher Demko,1st
-83.0,-6.0,Shot,Leon Draisaitl Backhand saved by Thatcher Demko,1st
-73.0,14.0,Shot,Darnell Nurse Snap Shot saved by Thatcher Demko,1st
-69.0,17.0,Shot,Darnell Nurse Snap Shot saved by Thatcher Demko,1st
-80.0,2.0,Goal,"Jesse Puljujarvi (1) Wrist Shot, assists: Darnell Nurse (1), Connor McDavid (1)",1st
-36.0,-21.0,Missed Shot,Evan Bouchard Wide of Net Thatcher Demko,1st
-72.0,-16.0,Shot,Nils Hoglander Snap Shot saved by Mike Smith,1st
-64.0,10.0,Shot,Nils Hoglander Snap Shot saved by Mike Smith,1st
-34.0,-28.0,Shot,Darnell Nurse Slap Shot saved by Thatcher Demko,2nd
-6.0,-32.0,Shot,Darnell Nurse Wrist Shot saved by Thatcher Demko,2nd
-87.0,-4.0,Shot,Warren Foegele Wrap-around saved by Thatcher Demko,2nd
-50.0,25.0,Missed Shot,J.T. Miller Wide of Net Mike Smith,2nd
-35.0,-3.0,Shot,Elias Pettersson Slap Shot saved by Mike Smith,2nd
-78.0,10.0,Shot,Alex Chiasson Snap Shot saved by Mike Smith,2nd
-82.0,14.0,Shot,Leon Draisaitl Snap Shot saved by Thatcher Demko,2nd
-66.0,29.0,Shot,Jesse Puljujarvi Snap Shot saved by Thatcher Demko,2nd
-80.0,4.0,Shot,Bo Horvat Tip-In saved by Mike Smith,2nd
-76.0,5.0,Shot,Kailer Yamamoto Snap Shot saved by Thatcher Demko,2nd
-71.0,-7.0,Shot,Connor McDavid Wrist Shot saved by Thatcher Demko,2nd
-76.0,10.0,Missed Shot,Conor Garland Wide of Net Mike Smith,2nd
-38.0,4.0,Shot,Jack Rathbone Wrist Shot saved by Mike Smith,2nd
-87.0,-9.0,Shot,Kyle Burroughs Wrist Shot saved by Mike Smith,2nd
-85.0,-3.0,Shot,Nils Hoglander Wrap-around saved by Mike Smith,2nd
-77.0,-9.0,Shot,J.T. Miller Tip-In saved by Mike Smith,2nd
-69.0,16.0,Shot,Alex Chiasson Snap Shot saved by Mike Smith,2nd
-80.0,10.0,Shot,Alex Chiasson Snap Shot saved by Mike Smith,2nd
-47.0,42.0,Shot,Kailer Yamamoto Snap Shot saved by Thatcher Demko,2nd
-47.0,21.0,Shot,Oliver Ekman-Larsson Snap Shot saved by Mike Smith,2nd
-40.0,33.0,Shot,Quinn Hughes Wrist Shot saved by Mike Smith,2nd
-42.0,1.0,Shot,Tyson Barrie Slap Shot saved by Thatcher Demko,2nd
-65.0,20.0,Missed Shot,Leon Draisaitl Wide of Net Thatcher Demko,2nd
-80.0,-2.0,Missed Shot,Zach Hyman Wide of Net Thatcher Demko,2nd
-83.0,-1.0,Goal,"Zach Hyman (1) Wrist Shot, assists: Leon Draisaitl (1), Connor McDavid (2)",2nd
-53.0,20.0,Shot,Jesse Puljujarvi Snap Shot saved by Thatcher Demko,2nd
-51.0,-21.0,Shot,Elias Pettersson Slap Shot saved by Mike Smith,2nd
-38.0,20.0,Shot,Darnell Nurse Wrist Shot saved by Thatcher Demko,3rd
-51.0,-19.0,Missed Shot,J.T. Miller Wide of Net Mike Smith,3rd
-57.0,-35.0,Shot,Tanner Pearson Wrist Shot saved by Mike Smith,3rd
-85.0,-22.0,Shot,Jesse Puljujarvi Snap Shot saved by Thatcher Demko,3rd
-68.0,14.0,Shot,Ryan Nugent-Hopkins Wrist Shot saved by Thatcher Demko,3rd
-51.0,-10.0,Shot,Oliver Ekman-Larsson Wrist Shot saved by Mike Smith,3rd
-80.0,13.0,Shot,Jesse Puljujarvi Snap Shot saved by Thatcher Demko,3rd
-73.0,34.0,Shot,Tucker Poolman Wrist Shot saved by Mike Smith,3rd
-56.0,36.0,Missed Shot,Tucker Poolman Wide of Net Mike Smith,3rd
-38.0,-33.0,Shot,J.T. Miller Slap Shot saved by Mike Smith,3rd
-78.0,6.0,Shot,Zach Hyman Backhand saved by Thatcher Demko,3rd
-46.0,-31.0,Shot,Evan Bouchard Slap Shot saved by Thatcher Demko,3rd
-73.0,-10.0,Shot,Ryan Nugent-Hopkins Wrist Shot saved by Thatcher Demko,3rd
-74.0,4.0,Shot,Alex Chiasson Tip-In saved by Mike Smith,3rd
-77.0,-12.0,Shot,Alex Chiasson Wrist Shot saved by Mike Smith,3rd
-56.0,-12.0,Shot,J.T. Miller Wrist Shot saved by Mike Smith,3rd
-55.0,-11.0,Shot,Nils Hoglander Wrist Shot saved by Mike Smith,3rd
-36.0,-39.0,Missed Shot,Tanner Pearson Wide of Net Mike Smith,3rd
-68.0,23.0,Shot,Elias Pettersson Wrist Shot saved by Mike Smith,3rd
-36.0,8.0,Goal,"Oliver Ekman-Larsson (1) Wrist Shot, assists: Nils Hoglander (1), Conor Garland (1)",3rd
-89.0,6.0,Shot,Derek Ryan Wrap-around saved by Thatcher Demko,3rd
-49.0,5.0,Missed Shot,Darnell Nurse Wide of Net Thatcher Demko,3rd
-57.0,-11.0,Shot,Kyle Turris Snap Shot saved by Thatcher Demko,3rd
-36.0,-36.0,Missed Shot,Evan Bouchard Goalpost Thatcher Demko,3rd
-23.0,1.0,Shot,Tyler Myers Wrist Shot saved by Mike Smith,3rd
-33.0,0.0,Goal,"Quinn Hughes (1) Wrist Shot, assists: Nils Hoglander (2), J.T. Miller (1)",3rd
-35.0,1.0,Shot,Conor Garland Wrist Shot saved by Mike Smith,3rd
-37.0,-23.0,Missed Shot,Oliver Ekman-Larsson Wide of Net Mike Smith,3rd
-63.0,2.0,Missed Shot,Leon Draisaitl Wide of Net Thatcher Demko,OT
-84.0,-5.0,Missed Shot,Leon Draisaitl Wide of Net Thatcher Demko,OT
-79.0,1.0,Shot,Tanner Pearson Backhand saved by Mike Smith,OT
-77.0,-18.0,Shot,Elias Pettersson Wrist Shot saved by Mike Smith,OT
-80.0,-1.0,Shot,Elias Pettersson Wrist Shot saved by Mike Smith,OT
-53.0,3.0,Missed Shot,Connor McDavid Wide of Net Thatcher Demko,OT
-76.0,1.0,Shot,Leon Draisaitl Wrist Shot saved by Thatcher Demko,SO
-72.0,2.0,Shot,Elias Pettersson Wrist Shot saved by Mike Smith,SO
-68.0,0.0,Shot,Connor McDavid Wrist Shot saved by Thatcher Demko,SO
-77.0,1.0,Shot,J.T. Miller Wrist Shot saved by Mike Smith,SO
-75.0,6.0,Missed Shot,Tyson Barrie Wide of Net Thatcher Demko,SO
-73.0,1.0,Missed Shot,Conor Garland Wide of Net Mike Smith,SO
-73.0,1.0,Goal,Ryan Nugent-Hopkins - Wrist Shot,SO
-74.0,0.0,Goal,Bo Horvat - Wrist Shot,SO
-74.0,3.0,Goal,Kyle Turris - Wrist Shot,SO
-71.0,1.0,Missed Shot,Tanner Pearson Wide of Net Mike Smith,SO
-79.0,-20.0,Shot,Cody Eakin Wrist Shot saved by Sam Montembeault,1st
-75.0,-6.0,Shot,Drake Caggiula Deflected saved by Sam Montembeault,1st
-51.0,-34.0,Shot,Drake Caggiula Slap Shot saved by Sam Montembeault,1st
-29.0,0.0,Shot,Cody Eakin Backhand saved by Sam Montembeault,1st
-76.0,2.0,Shot,Jake Evans Wrist Shot saved by Craig Anderson,1st
-52.0,31.0,Shot,Victor Olofsson Wrist Shot saved by Sam Montembeault,1st
-52.0,-26.0,Goal,"Kyle Okposo (1) Wrist Shot, assists: Jacob Bryson (1), Colin Miller (1)",1st
-85.0,-6.0,Shot,Cody Eakin Wrap-around saved by Sam Montembeault,1st
-41.0,1.0,Shot,Brendan Gallagher Wrist Shot saved by Craig Anderson,1st
-85.0,36.0,Shot,Brendan Gallagher Wrist Shot saved by Craig Anderson,1st
-35.0,37.0,Missed Shot,David Savard Wide of Net Craig Anderson,1st
-43.0,26.0,Shot,David Savard Wrist Shot saved by Craig Anderson,1st
-76.0,-5.0,Shot,David Savard Backhand saved by Craig Anderson,1st
-35.0,34.0,Shot,Chris Wideman Slap Shot saved by Craig Anderson,1st
-46.0,-21.0,Shot,Joel Armia Wrist Shot saved by Craig Anderson,1st
-59.0,-30.0,Missed Shot,Joel Armia Wide of Net Craig Anderson,1st
-39.0,17.0,Missed Shot,Robert Hagg Wide of Net Sam Montembeault,1st
-34.0,-29.0,Shot,Alexander Romanov Wrist Shot saved by Craig Anderson,1st
-31.0,-33.0,Shot,Colin Miller Wrist Shot saved by Sam Montembeault,1st
-68.0,-17.0,Shot,Cody Eakin Wrist Shot saved by Sam Montembeault,1st
-50.0,-23.0,Shot,Josh Anderson Wrist Shot saved by Craig Anderson,1st
-79.0,17.0,Missed Shot,Casey Mittelstadt Goalpost Sam Montembeault,1st
-35.0,-29.0,Shot,Alexander Romanov Wrist Shot saved by Craig Anderson,1st
-66.0,31.0,Missed Shot,Jeff Skinner Over Net Sam Montembeault,1st
-85.0,-23.0,Missed Shot,Victor Olofsson Wide of Net Sam Montembeault,1st
-60.0,20.0,Missed Shot,Kyle Okposo Goalpost Sam Montembeault,1st
-49.0,2.0,Goal,"Zemgus Girgensons (1) Wrist Shot, assists: Colin Miller (2), Cody Eakin (1)",1st
-60.0,40.0,Shot,Jonathan Drouin Wrist Shot saved by Craig Anderson,2nd
-49.0,-18.0,Missed Shot,Nick Suzuki Wide of Net Craig Anderson,2nd
-50.0,38.0,Missed Shot,Kyle Okposo Wide of Net Sam Montembeault,2nd
-35.0,-7.0,Shot,Robert Hagg Slap Shot saved by Sam Montembeault,2nd
-55.0,18.0,Shot,Cole Caufield Snap Shot saved by Craig Anderson,2nd
-55.0,1.0,Shot,Tyler Toffoli Wrist Shot saved by Craig Anderson,2nd
-88.0,7.0,Shot,Cole Caufield Wrist Shot saved by Craig Anderson,2nd
-67.0,4.0,Missed Shot,Mathieu Perreault Wide of Net Craig Anderson,2nd
-82.0,9.0,Missed Shot,Brendan Gallagher Wide of Net Craig Anderson,2nd
-54.0,30.0,Shot,Chris Wideman Wrist Shot saved by Craig Anderson,2nd
-38.0,32.0,Shot,Alexander Romanov Wrist Shot saved by Craig Anderson,2nd
-50.0,23.0,Shot,Vinnie Hinostroza Wrist Shot saved by Sam Montembeault,2nd
-36.0,-31.0,Missed Shot,Tage Thompson Wide of Net Sam Montembeault,2nd
-55.0,38.0,Shot,David Savard Slap Shot saved by Craig Anderson,2nd
-62.0,-16.0,Shot,Kyle Okposo Wrist Shot saved by Sam Montembeault,2nd
-76.0,-10.0,Goal,"Chris Wideman (1) Wrist Shot, assists: Joel Armia (1), Mathieu Perreault (1)",2nd
-70.0,1.0,Shot,Vinnie Hinostroza Wrist Shot saved by Sam Montembeault,2nd
-63.0,-30.0,Shot,Jeff Petry Wrist Shot saved by Craig Anderson,2nd
-50.0,30.0,Shot,Kyle Okposo Wrist Shot saved by Sam Montembeault,2nd
-55.0,-25.0,Shot,Colin Miller Slap Shot saved by Sam Montembeault,2nd
-58.0,-29.0,Shot,Tage Thompson Slap Shot saved by Sam Montembeault,2nd
-67.0,-13.0,Shot,Tage Thompson Wrist Shot saved by Sam Montembeault,2nd
-48.0,29.0,Shot,Jonathan Drouin Slap Shot saved by Craig Anderson,2nd
-38.0,-28.0,Shot,Ben Chiarot Wrist Shot saved by Craig Anderson,2nd
-77.0,2.0,Shot,Jeff Skinner Tip-In saved by Sam Montembeault,2nd
-78.0,3.0,Shot,Zemgus Girgensons Wrist Shot saved by Sam Montembeault,2nd
-42.0,11.0,Missed Shot,Victor Olofsson Wide of Net Sam Montembeault,2nd
-40.0,-2.0,Shot,Rasmus Dahlin Slap Shot saved by Sam Montembeault,2nd
-52.0,17.0,Goal,"Victor Olofsson (1) Wrist Shot, assists: Jacob Bryson (2), Jeff Skinner (1)",2nd
-54.0,-15.0,Missed Shot,Brendan Gallagher Wide of Net Craig Anderson,2nd
-45.0,-1.0,Shot,Robert Hagg Slap Shot saved by Sam Montembeault,2nd
-80.0,6.0,Goal,"Anders Bjork (1) Wrist Shot, assists: Zemgus Girgensons (1), Vinnie Hinostroza (1)",2nd
-62.0,-3.0,Shot,Kyle Okposo Backhand saved by Sam Montembeault,2nd
-78.0,1.0,Shot,Tyler Toffoli Wrist Shot saved by Craig Anderson,3rd
-81.0,5.0,Shot,Tyler Toffoli Backhand saved by Craig Anderson,3rd
-75.0,7.0,Shot,Tyler Toffoli Wrist Shot saved by Craig Anderson,3rd
-36.0,-3.0,Shot,Rasmus Dahlin Wrist Shot saved by Sam Montembeault,3rd
-48.0,3.0,Shot,Victor Olofsson Slap Shot saved by Sam Montembeault,3rd
-57.0,-17.0,Shot,Victor Olofsson Wrist Shot saved by Sam Montembeault,3rd
-60.0,-24.0,Shot,Victor Olofsson Slap Shot saved by Sam Montembeault,3rd
-65.0,26.0,Goal,"Tage Thompson (1) Wrist Shot, assists: Jeff Skinner (2), Victor Olofsson (1)",3rd
-63.0,14.0,Missed Shot,Dylan Cozens Wide of Net Sam Montembeault,3rd
-79.0,8.0,Shot,Kyle Okposo Backhand saved by Sam Montembeault,3rd
-36.0,-1.0,Shot,Robert Hagg Slap Shot saved by Sam Montembeault,3rd
-45.0,31.0,Shot,Dylan Cozens Wrist Shot saved by Sam Montembeault,3rd
-65.0,27.0,Missed Shot,Jeff Skinner Wide of Net Sam Montembeault,3rd
-83.0,-13.0,Missed Shot,Drake Caggiula Wide of Net Sam Montembeault,3rd
-80.0,-5.0,Shot,Joel Armia Backhand saved by Craig Anderson,3rd
-44.0,3.0,Shot,Dylan Cozens Backhand saved by Sam Montembeault,3rd
-74.0,-1.0,Shot,Jeff Skinner Wrist Shot saved by Sam Montembeault,3rd
-79.0,-31.0,Shot,Nick Suzuki Wrist Shot saved by Craig Anderson,3rd
-41.0,21.0,Shot,Joel Armia Wrist Shot saved by Craig Anderson,3rd
-36.0,30.0,Missed Shot,Jacob Bryson Wide of Net Sam Montembeault,3rd
-40.0,-4.0,Shot,David Savard Wrist Shot saved by Craig Anderson,3rd
-53.0,17.0,Shot,Joel Armia Wrist Shot saved by Craig Anderson,3rd
-76.0,-5.0,Missed Shot,Anders Bjork Over Net Sam Montembeault,3rd
-35.0,20.0,Shot,Cole Caufield Wrist Shot saved by Craig Anderson,3rd
-61.0,-28.0,Shot,Brendan Gallagher Wrist Shot saved by Craig Anderson,3rd
-48.0,-18.0,Missed Shot,Tyler Toffoli Wide of Net Craig Anderson,3rd
-39.0,32.0,Shot,Tage Thompson Wrist Shot saved by Sam Montembeault,3rd
-37.0,-7.0,Shot,Nikita Zaitsev Wrist Shot saved by Petr Mrazek,1st
